Date,Furnace_ID_0,Furnace_ID_1,Furnace_ID_2,Furnace_ID_3,Production_Output (tons),Energy_Consumption (kWh),Furnace_Temperature (°C),Annealing_Time (hrs),Downtime (hrs),Ambient_Temperature (°C),Recycled_Content (%),Energy_Rating,Maintenance_Flag,Glass_Thickness (mm),Production_Target (tons),Defects_Percentage (%),Melting_Time (hrs),Cooling_Energy (kWh),Maintenance_Flag_Encoded,Energy_Rating_Encoded,Shift_Afternoon,Shift_Morning,Shift_Night,Furnace_Type_Electric,Furnace_Type_Gas,Furnace_Type_Hybrid,Batch_Type_Borosilicate,Batch_Type_Lead,Batch_Type_Soda-lime,Fuel_Type_Electricity,Fuel_Type_Natural Gas
2023-01-01,0,0,1,1,120.86,4435.3,1684.5,1.48,0.93,15.6,32.0,B,No,5.04,118.63,0.89,20.7,934.45,0,2,True,False,False,False,True,False,False,False,True,True,False
2023-01-01,0,1,0,0,61.55,2170.9,1567.8,1.38,4.63,20.3,11.0,A,No,2.37,138.85,1.58,19.6,339.73,0,1,False,False,True,False,True,False,False,True,False,True,False
2023-01-01,0,1,1,0,179.03,1732.32,1661.5,3.61,2.528705263157895,16.2,26.0,A,Yes,5.82,138.44,7.6,11.0,582.61,1,1,True,False,False,False,True,False,True,False,False,True,False
2023-01-01,0,1,0,1,161.88,2143.46,1453.0,0.75,2.19,21.8,65.0,C,Yes,6.53,113.43,4.92,11.8,374.37,1,3,True,False,False,False,False,True,False,False,True,True,False
2023-01-01,0,1,1,1,106.08,845.35,1625.8,2.06,0.63,16.0,9.0,C,Yes,13.58,174.78,3.28,12.4,408.05,1,3,False,False,True,False,False,True,False,True,False,False,True
2023-01-01,0,1,0,0,73.05,4522.31,1552.6,3.64,1.36,17.5,13.0,B,Yes,6.95,140.27,0.46,17.6,367.97,1,2,True,False,False,False,True,False,True,False,False,False,True
2023-01-01,1,0,0,0,37.24,4512.6,1434.3,1.69,3.48,34.2,66.0,A,No,7.64,197.33,4.37,11.9,978.03,0,1,False,True,False,False,False,True,False,False,True,True,False
2023-01-01,1,0,0,1,129.1,1083.94,1553.2,2.45,4.38,31.6,31.0,A,No,11.4,145.79,1.75,16.5,636.89,0,1,True,False,False,False,False,True,False,True,False,False,True
2023-01-01,0,1,0,1,47.53,937.28,1620.0,3.61,1.43,36.8,26.0,A,No,8.69,169.75,4.94,14.7,735.95,0,1,True,False,False,True,False,False,False,True,False,False,True
2023-01-01,0,0,1,1,102.52,4540.84,1482.7,2.38,3.74,25.1,61.0,B,Yes,4.41,123.96,2.43,13.9,891.99,1,2,False,True,False,False,True,False,True,False,False,False,True
2023-01-01,0,0,1,1,121.22,1737.32,1570.3,1.61,3.39,34.9,36.0,C,No,8.69,113.9384947368421,7.59,19.8,752.6,0,3,True,False,False,True,False,False,True,False,False,True,False
2023-01-01,1,0,1,0,53.35,3723.84,1679.2,2.77,0.41,36.3,60.0,C,No,11.03,137.08,3.44,22.7,554.9333684210526,0,3,False,True,False,True,False,False,False,True,False,False,True
2023-01-01,1,0,0,1,61.11,872.73,1401.6,3.56,0.05,17.6,67.0,C,Yes,3.8,127.45,1.69,16.143526315789472,582.85,1,3,False,True,False,True,False,False,False,False,True,True,False
2023-01-02,1,0,0,0,25.39,4292.82,1574.1,3.29,1.5,29.2,61.0,A,No,9.41,186.39,5.12,11.4,536.1,0,1,False,False,True,False,False,True,False,True,False,False,True
2023-01-02,0,0,0,1,169.32,2781.45,1547.0,3.57,2.528705263157895,36.4,16.0,C,Yes,9.94,119.45,4.37,12.0,940.5,1,3,False,True,False,False,True,False,True,False,False,False,True
2023-01-02,1,0,0,1,179.48,2251.1,1549.255052631579,1.64,1.25,27.6,80.0,C,No,8.17,153.3,5.547957894736842,10.2,178.57,0,3,True,False,False,True,False,False,False,False,True,False,True
2023-01-02,0,1,0,1,182.08,2312.2,1518.2,1.88,4.73,31.7,31.0,B,No,9.28,59.45,7.73,12.7,914.5,0,2,False,True,False,False,False,True,False,True,False,True,False
2023-01-02,0,0,1,0,72.77,3048.24,1434.8,2.68,2.98,19.9,71.0,A,No,8.609000000000002,86.86,9.41,22.5,524.13,0,1,True,False,False,False,True,False,False,True,False,True,False
2023-01-02,0,0,0,1,123.58,2804.954147368421,1694.1,1.09,4.39,26.1,2.0,C,Yes,12.65,116.56,2.26,17.9,554.9333684210526,1,3,False,False,True,True,False,False,False,False,True,True,False
2023-01-02,0,0,0,1,187.56,783.4,1598.4,1.89,2.09,27.9,72.0,B,No,9.85,36.08,9.59,22.9,481.67,0,2,True,False,False,False,False,True,False,True,False,False,True
2023-01-02,1,0,1,0,139.57,3822.0,1484.9,2.46,3.58,17.6,75.0,B,Yes,10.26,30.13,5.76,15.7,614.48,1,2,True,False,False,False,True,False,True,False,False,True,False
2023-01-02,1,0,1,0,39.03,3751.42,1612.7,2.59,3.17,38.2,76.0,B,Yes,8.609000000000002,113.9384947368421,9.34,22.3,134.49,1,2,False,False,True,False,True,False,True,False,False,False,True
2023-01-02,0,0,1,0,148.15,2353.94,1608.1,2.48,2.528705263157895,21.0,8.0,A,No,10.71,159.92,4.32,16.143526315789472,138.27,0,1,False,True,False,True,False,False,True,False,False,False,True
2023-01-02,1,0,0,1,93.22,3380.03,1458.5,1.23,0.03,27.40147368421053,7.0,B,No,11.88,126.05,4.91,10.2,900.48,0,2,True,False,False,False,True,False,False,True,False,True,False
2023-01-02,0,1,1,0,137.41,4239.16,1647.8,1.17,1.41,33.7,70.0,C,No,7.54,89.05,9.27,16.143526315789472,235.05,0,3,True,False,False,False,False,True,False,False,True,False,True
2023-01-02,0,1,0,1,49.7,2953.58,1677.3,3.99,1.38,27.40147368421053,1.0,B,No,5.8,79.31,8.24,16.8,103.42,0,2,False,True,False,False,False,True,True,False,False,False,True
2023-01-02,0,0,1,1,90.46,3952.17,1419.0,2.3110736842105264,1.15,22.2,64.0,C,No,5.03,182.98,8.65,22.0,124.58,0,3,False,True,False,False,False,True,False,False,True,True,False
2023-01-02,0,1,1,1,112.68,1617.31,1650.2,2.3110736842105264,2.66,18.3,36.0,C,Yes,11.49,163.14,4.89,9.9,991.56,1,3,False,False,True,False,False,True,False,True,False,False,True
2023-01-02,0,1,1,1,28.68,1926.75,1549.255052631579,3.89,3.16,33.3,74.0,B,Yes,10.78,97.77,5.42,13.2,707.51,1,2,False,False,True,False,False,True,True,False,False,False,True
2023-01-02,0,0,0,1,145.26,4727.76,1458.2,2.0,2.79,31.9,73.0,B,No,8.33,113.9384947368421,6.85,15.3,116.14,0,2,False,False,True,False,False,True,False,True,False,False,True
2023-01-02,0,0,1,0,59.53,2626.13,1688.3,1.96,2.528705263157895,39.1,76.0,B,No,12.32,56.54,1.34,21.0,319.72,0,2,False,True,False,True,False,False,False,True,False,False,True
2023-01-02,0,1,0,0,93.96,2804.954147368421,1606.9,0.57,0.68,28.9,60.0,C,No,12.59,79.34,8.61,15.0,554.9333684210526,0,3,True,False,False,True,False,False,True,False,False,False,True
2023-01-02,1,0,0,1,152.25,2440.74,1480.1,3.18,2.37,26.9,16.0,B,No,10.34,190.84,7.03,22.1,690.63,0,2,False,False,True,False,True,False,True,False,False,False,True
2023-01-02,0,0,1,0,44.38,3666.26,1486.7,3.21,3.47,26.6,67.0,A,No,3.17,167.23,5.7,11.3,487.92,0,1,True,False,False,False,True,False,False,False,True,True,False
2023-01-02,0,0,1,1,38.02,4483.24,1512.7,1.23,3.13,38.3,69.0,C,No,2.07,136.42,2.72,22.0,554.9333684210526,0,3,True,False,False,True,False,False,True,False,False,True,False
2023-01-02,0,1,0,0,44.25,2563.9,1686.7,1.43,0.02,26.6,66.0,B,No,8.21,156.47,9.14,17.8,452.78,0,2,False,True,False,False,False,True,True,False,False,True,False
2023-01-02,1,0,0,0,74.86,2804.954147368421,1432.9,2.01,2.615,35.8,49.0,A,Yes,12.79,40.43,1.64,15.3,627.85,1,1,True,False,False,False,True,False,True,False,False,True,False
2023-01-03,0,0,1,1,150.94,4161.78,1659.2,2.77,1.87,20.2,16.0,C,Yes,9.99,94.07,0.67,16.7,943.16,1,3,True,False,False,False,True,False,False,True,False,False,True
2023-01-03,0,1,0,1,176.08,3483.12,1562.9,3.41,2.97,31.5,54.0,B,No,10.58,126.48,1.59,18.5,519.19,0,2,True,False,False,True,False,False,False,False,True,True,False
2023-01-03,0,0,0,1,26.9,3562.18,1664.0,3.24,2.528705263157895,34.2,61.0,C,Yes,2.99,78.91,4.1,21.8,950.8,1,3,False,True,False,True,False,False,True,False,False,True,False
2023-01-03,0,1,1,1,117.46,2374.63,1409.4,2.82,3.38,20.3,35.0,A,No,4.25,124.31,8.38,10.4,554.9333684210526,0,1,False,False,True,False,False,True,False,False,True,True,False
2023-01-03,1,0,0,0,175.79,2646.54,1495.8,3.97,2.528705263157895,15.7,57.0,B,No,7.35,122.13,4.85,17.7,765.32,0,2,True,False,False,False,True,False,False,True,False,True,False
2023-01-03,0,1,1,0,47.72,4592.19,1679.1,1.77,3.75,27.5,61.0,C,Yes,7.73,113.9384947368421,7.9,15.8,942.11,1,3,False,True,False,False,False,True,True,False,False,False,True
2023-01-03,0,1,1,1,32.79,1055.29,1402.5,3.11,1.7,27.40147368421053,3.0,B,No,13.53,195.15,3.38,22.2,482.16,0,2,False,True,False,False,False,True,False,False,True,False,True
2023-01-03,0,0,0,1,63.8,3571.57,1415.9,0.62,4.01,21.5,6.0,A,Yes,2.53,146.39,8.18,16.8,328.54,1,1,False,True,False,False,False,True,True,False,False,False,True
2023-01-03,0,0,0,1,119.03,2804.954147368421,1432.9,2.28,0.79,28.5,5.0,A,No,3.79,69.66,6.49,18.5,593.37,0,1,False,False,True,False,False,True,True,False,False,False,True
2023-01-03,1,0,1,0,156.77,543.6,1479.6,2.14,1.77,27.1,54.0,C,Yes,8.66,78.58,9.39,23.2,684.92,1,3,False,False,True,True,False,False,False,False,True,True,False
2023-01-03,0,1,1,1,48.85,4272.22,1485.3,2.81,3.97,35.9,43.0,A,Yes,7.46,37.53,4.26,10.2,233.71,1,1,True,False,False,False,False,True,False,True,False,False,True
2023-01-03,1,0,1,0,108.9238947368421,1935.85,1600.6,0.62,0.05,32.8,48.0,B,No,10.14,174.79,0.25,9.9,664.4,0,2,False,True,False,True,False,False,False,False,True,True,False
2023-01-03,0,0,0,1,193.1,954.38,1456.8,2.61,0.58,16.1,54.0,A,No,13.84,110.67,8.55,18.5,139.39,0,1,False,False,True,True,False,False,True,False,False,False,True
2023-01-03,0,1,1,1,94.59,4381.41,1412.7,1.34,3.63,27.40147368421053,67.0,A,Yes,6.52,129.73,6.74,18.5,771.33,1,1,True,False,False,True,False,False,False,True,False,True,False
2023-01-03,0,0,0,1,149.85,6045.1,1665.4,3.94,4.98,27.5,34.0,B,No,14.73,78.67,7.58,17.7,720.09,0,2,False,True,False,False,False,True,False,False,True,False,True
2023-01-03,0,0,1,1,154.15,2159.94,1542.2,3.22,4.94,26.9,33.0,C,No,8.609000000000002,31.62,7.85,21.0,730.41,0,3,False,True,False,False,False,True,False,True,False,False,True
2023-01-03,0,0,1,0,167.58,3314.75,1605.7,3.85,2.86,23.9,43.0,C,Yes,8.609000000000002,143.06,5.27,17.4,735.77,1,3,False,True,False,False,False,True,True,False,False,False,True
2023-01-03,1,0,0,0,113.10499999999999,4813.9,1621.0,3.13,2.43,22.9,12.0,C,Yes,10.17,95.94,2.43,22.0,104.39,1,3,False,True,False,False,True,False,False,False,True,True,False
2023-01-03,0,0,1,0,118.5,2804.954147368421,1425.4,0.56,4.92,22.9,19.0,A,No,13.2,103.66,4.72,14.2,705.14,0,1,False,False,True,False,False,True,True,False,False,False,True
2023-01-03,1,0,0,0,22.99,2940.81,1491.6,4.0,0.44,36.7,13.0,B,Yes,13.25,194.81,7.83,10.0,249.68,1,2,False,True,False,False,False,True,False,True,False,False,True
2023-01-03,0,0,1,1,107.39,4734.1,1439.2,1.94,1.18,21.9,38.0,A,No,6.57,65.04,7.45,21.8,828.43,0,1,True,False,False,False,True,False,False,True,False,False,True
2023-01-03,1,0,0,1,128.55,1072.62,1479.9,1.31,2.33,20.2,78.0,C,Yes,7.7,116.245,3.21,19.9,846.62,1,3,False,True,False,False,False,True,True,False,False,True,False
2023-01-03,1,0,0,0,90.79,2804.954147368421,1466.8,2.3110736842105264,1.97,28.5,39.0,A,Yes,10.93,107.63,9.35,14.8,742.5,1,1,False,True,False,True,False,False,False,True,False,True,False
2023-01-03,0,0,1,0,199.94,824.44,1604.7,1.05,0.06,36.5,73.0,C,Yes,5.68,37.12,7.78,15.4,795.64,1,3,True,False,False,False,True,False,False,False,True,True,False
2023-01-04,0,1,0,0,104.7,4318.88,1646.6,2.73,2.84,28.0,31.0,C,Yes,6.44,164.69,4.57,22.6,885.19,1,3,True,False,False,False,False,True,False,False,True,False,True
2023-01-04,0,0,1,0,33.57,2811.04,1636.5,3.37,3.88,29.5,60.0,C,Yes,12.75,53.22,2.1,11.5,319.38,1,3,False,True,False,True,False,False,False,True,False,False,True
2023-01-04,0,1,0,0,145.58,3594.44,1462.9,2.57,0.72,33.6,46.0,C,Yes,10.15,76.55,3.17,16.143526315789472,467.48,1,3,False,True,False,False,False,True,False,True,False,False,True
2023-01-04,0,1,1,0,79.98,1621.41,1515.2,1.42,4.19,29.7,78.0,C,No,9.04,99.6,4.43,8.9,402.86,0,3,False,True,False,False,True,False,False,False,True,False,True
2023-01-04,0,1,0,1,108.9238947368421,4478.01,1604.6,2.62,4.84,30.9,72.0,C,No,11.11,109.88,9.54,16.35,754.52,0,3,True,False,False,True,False,False,False,True,False,True,False
2023-01-04,0,1,0,1,193.75,4200.77,1448.0,2.3110736842105264,0.14,29.7,6.0,A,Yes,2.45,149.66,1.14,21.0,783.11,1,1,False,False,True,False,False,True,False,True,False,True,False
2023-01-04,1,0,0,0,150.83,3401.74,1679.0,1.99,2.43,34.0,51.0,A,Yes,3.15,180.05,1.19,13.2,803.67,1,1,True,False,False,False,True,False,False,False,True,True,False
2023-01-04,1,0,0,0,108.9,4089.32,1573.0,1.69,0.63,32.2,58.0,A,Yes,13.29,148.05,6.35,12.4,146.94,1,1,True,False,False,False,True,False,False,True,False,False,True
2023-01-04,1,0,0,1,84.03,2457.24,1473.3,3.92,2.84,34.3,80.0,B,Yes,14.91,101.55,4.39,19.2,197.81,1,2,False,True,False,False,False,True,False,True,False,True,False
2023-01-04,0,1,0,1,197.14,4432.87,1579.1,3.31,2.63,21.3,49.0,A,No,13.93,89.72,8.47,16.35,587.08,0,1,True,False,False,True,False,False,False,True,False,False,True
2023-01-04,1,0,1,0,192.98,2913.91,1582.5,1.08,2.69,23.5,54.0,A,No,8.609000000000002,38.25,4.12,17.4,101.4,0,1,False,False,True,False,False,True,False,True,False,False,True
2023-01-04,0,0,0,1,155.6,1289.17,1591.1,0.8,1.42,38.3,0.0,C,No,13.53,194.53,8.67,17.4,475.94,0,3,False,True,False,False,True,False,True,False,False,True,False
2023-01-04,1,0,0,0,63.12,4401.87,1524.1,3.8,3.23,26.2,26.0,A,Yes,9.97,166.05,1.83,22.1,644.19,1,1,False,False,True,False,True,False,True,False,False,True,False
2023-01-04,0,1,0,0,61.02,1185.36,1453.5,2.3110736842105264,0.08,16.4,44.0,A,No,10.3,56.89,7.87,23.2,650.57,0,1,False,True,False,True,False,False,False,False,True,True,False
2023-01-04,1,0,0,0,34.42,2071.45,1567.8,1.41,4.65,36.8,66.0,B,No,3.98,155.27,9.28,12.3,745.75,0,2,False,False,True,True,False,False,False,False,True,False,True
2023-01-04,1,0,0,0,65.63,3878.02,1646.6,1.2,2.9,22.2,28.0,B,Yes,5.15,116.8,0.8,18.4,945.09,1,2,False,True,False,False,True,False,False,False,True,True,False
2023-01-04,1,0,0,0,152.31,2926.51,1552.6,2.33,0.72,39.6,28.0,B,Yes,8.609000000000002,167.99,2.63,15.7,263.11,1,2,True,False,False,False,True,False,False,True,False,True,False
2023-01-04,1,0,1,0,80.6,996.32,1536.4,2.86,3.26,36.1,79.0,C,No,7.8,113.43,6.94,23.1,752.28,0,3,False,False,True,False,False,True,False,False,True,True,False
2023-01-04,0,0,1,1,193.86,2804.954147368421,1509.8,1.1,0.6,22.9,68.0,C,No,8.609000000000002,97.48,5.46,16.3,945.98,0,3,False,False,True,True,False,False,False,True,False,True,False
2023-01-04,0,0,0,1,95.68,3716.92,1559.2,2.94,3.79,16.3,35.0,A,Yes,11.69,185.4,0.41,11.7,520.7,1,1,True,False,False,True,False,False,False,False,True,True,False
2023-01-04,1,0,0,1,179.61,4660.27,1408.2,1.1,4.78,36.6,72.0,B,No,10.66,116.245,6.21,18.5,954.94,0,2,False,True,False,False,True,False,True,False,False,False,True
2023-01-04,0,0,1,1,114.18,2804.954147368421,1475.9,0.78,1.5,36.1,69.0,B,Yes,3.07,106.29,8.26,23.0,554.9333684210526,1,2,False,False,True,False,False,True,False,True,False,False,True
2023-01-04,0,1,0,0,23.97,3757.42,1431.2,2.3110736842105264,1.02,28.9,22.0,C,Yes,9.79,81.97,6.69,23.2,598.05,1,3,True,False,False,False,True,False,True,False,False,False,True
2023-01-04,0,1,1,1,162.85,4089.28,1454.3,1.99,1.76,19.0,39.67263157894737,B,Yes,5.92,110.38,3.89,20.2,638.86,1,2,True,False,False,False,False,True,True,False,False,False,True
2023-01-05,0,1,0,0,108.9238947368421,1558.7,1564.4,2.08,1.72,30.9,18.0,A,No,14.44,163.68,6.16,17.9,116.76,0,1,False,True,False,True,False,False,False,False,True,True,False
2023-01-05,1,0,0,1,187.62,2913.91,1549.255052631579,2.3110736842105264,3.02,20.1,3.0,A,No,8.64,135.14,9.94,9.9,341.31,0,1,True,False,False,True,False,False,False,True,False,False,True
2023-01-05,1,0,0,0,152.07,3053.33,1683.3,0.68,2.1,26.3,13.0,A,Yes,4.55,118.13,5.65,17.1,151.36,1,1,False,False,True,False,False,True,False,True,False,False,True
2023-01-05,0,1,0,0,198.4,4708.61,1613.0,0.65,0.15,27.7,35.0,C,Yes,3.11,132.7,8.299999999999999,16.4,907.58,1,3,False,False,True,True,False,False,False,False,True,True,False
2023-01-05,1,0,0,0,49.17,2804.954147368421,1569.6,3.17,4.64,17.2,10.0,B,Yes,8.03,75.24,3.11,17.3,209.11,1,2,False,True,False,True,False,False,True,False,False,False,True
2023-01-05,0,0,1,1,108.9238947368421,3997.0,1689.6,3.43,2.02,27.40147368421053,8.0,B,Yes,14.73,150.81,3.44,13.7,202.42,1,2,False,False,True,True,False,False,False,True,False,False,True
2023-01-05,1,0,0,1,71.41,2747.79,1420.5,3.75,3.37,36.5,56.0,B,Yes,8.72,114.31,9.46,16.4,426.65,1,2,False,True,False,False,True,False,True,False,False,True,False
2023-01-05,1,0,0,1,151.54,4286.93,1628.9,1.27,1.58,27.6,53.0,B,No,4.77,178.81,2.4,22.2,639.57,0,2,True,False,False,False,False,True,False,True,False,False,True
2023-01-05,0,1,0,0,92.47,782.71,1503.3,1.63,4.2,28.7,73.0,A,No,6.46,169.15,2.96,13.5,724.47,0,1,False,True,False,True,False,False,False,True,False,True,False
2023-01-05,0,1,0,0,121.79,3135.62,1620.4,2.3110736842105264,2.39,38.5,14.0,B,Yes,5.19,99.98,9.05,18.0,554.9333684210526,1,2,False,True,False,True,False,False,False,True,False,False,True
2023-01-05,0,1,1,0,173.45,3130.75,1505.8,2.47,4.92,15.3,26.0,C,Yes,7.36,198.08,1.02,17.1,163.53,1,3,False,True,False,True,False,False,False,True,False,False,True
2023-01-05,0,1,0,0,32.51,1018.28,1510.2,3.47,0.03,22.6,26.0,C,No,12.27,36.91,4.04,21.0,621.61,0,3,False,True,False,False,True,False,False,True,False,True,False
2023-01-05,0,1,1,1,149.22,3215.41,1602.7,0.58,2.69,38.2,28.0,C,Yes,12.51,67.71,8.05,16.1,808.84,1,3,False,False,True,False,False,True,True,False,False,True,False
2023-01-05,1,0,0,0,96.56,3889.39,1555.8,2.3110736842105264,3.59,36.0,8.0,A,Yes,10.28,150.82,4.95,20.5,849.19,1,1,False,False,True,False,True,False,True,False,False,True,False
2023-01-05,1,0,0,1,22.63,4035.29,1631.4,1.38,0.57,30.9,13.0,B,No,9.06,187.3,2.94,8.6,874.04,0,2,False,True,False,False,False,True,False,True,False,False,True
2023-01-05,0,1,1,0,128.67,3773.49,1678.3,0.78,1.91,22.6,48.0,B,Yes,9.41,152.84,6.79,19.3,680.35,1,2,True,False,False,False,False,True,True,False,False,True,False
2023-01-05,1,0,0,1,58.67,3471.81,1423.0,1.71,1.14,21.6,75.0,C,No,6.45,113.9384947368421,9.29,21.1,194.88,0,3,False,False,True,False,False,True,False,True,False,True,False
2023-01-05,0,1,1,1,109.78,2443.79,1544.9,2.02,4.39,18.8,32.0,B,Yes,6.42,78.6,6.95,20.9,783.76,1,2,True,False,False,False,True,False,True,False,False,True,False
2023-01-05,0,1,0,0,23.04,1439.4,1498.2,2.61,2.615,30.5,65.0,C,Yes,8.609000000000002,133.79,4.12,19.1,257.93,1,3,False,False,True,True,False,False,False,True,False,True,False
2023-01-05,0,0,0,1,142.64,1447.42,1636.4,3.65,4.73,21.6,10.0,B,No,3.64,154.6,5.07,22.8,380.76,0,2,False,True,False,False,False,True,False,False,True,True,False
2023-01-05,0,1,0,0,169.87,3312.46,1440.9,1.75,3.34,22.5,53.0,B,Yes,8.29,38.58,3.2,18.6,312.74,1,2,True,False,False,False,False,True,True,False,False,False,True
2023-01-05,1,0,0,1,68.31,3731.3,1442.2,2.44,4.42,23.6,9.0,C,Yes,14.82,175.9,0.84,14.6,465.03,1,3,False,False,True,False,False,True,True,False,False,True,False
2023-01-05,0,1,0,0,57.14,3780.34,1471.8,2.63,1.72,30.0,20.0,C,Yes,11.95,50.94,6.09,22.4,123.81,1,3,False,True,False,False,False,True,True,False,False,True,False
2023-01-05,0,0,0,1,199.47,1897.6,1697.7,3.34,0.25,20.9,8.0,A,Yes,10.63,141.92,2.31,13.7,260.75,1,1,False,False,True,False,True,False,False,False,True,False,True
2023-01-06,0,1,1,1,60.32,3232.1,1531.2,1.6,0.88,18.4,41.0,B,Yes,12.99,144.4,4.37,15.6,494.51,1,2,True,False,False,False,True,False,False,True,False,True,False
2023-01-06,0,0,0,1,36.79,4084.81,1464.3,1.41,0.94,32.3,50.0,B,No,6.32,58.76,4.74,23.3,769.86,0,2,False,False,True,False,False,True,False,False,True,False,True
2023-01-06,0,1,0,0,76.43,4103.53,1549.255052631579,3.73,4.68,30.6,27.0,C,Yes,5.36,167.33,0.33,23.7,425.06,1,3,False,False,True,True,False,False,False,False,True,False,True
2023-01-06,1,0,1,0,113.10499999999999,4019.48,1515.8,3.31,2.07,20.2,39.67263157894737,B,Yes,3.69,133.44,33.7,23.5,710.09,1,2,False,True,False,False,True,False,True,False,False,True,False
2023-01-06,1,0,0,1,23.2,4669.12,1638.9,3.38,1.3,26.0,7.0,A,No,3.35,97.59,9.59,15.6,634.39,0,1,False,True,False,False,True,False,False,False,True,True,False
2023-01-06,0,1,0,1,44.19,2135.03,1602.0,0.95,1.55,36.1,23.0,A,Yes,3.07,122.25,3.13,22.3,135.53,1,1,False,True,False,False,True,False,False,True,False,False,True
2023-01-06,0,0,1,0,95.81,4417.27,1454.1,3.31,4.88,39.6,56.0,A,Yes,14.05,167.14,6.51,22.2,894.95,1,1,False,True,False,True,False,False,False,True,False,True,False
2023-01-06,0,1,1,0,148.52,2752.5,1543.8,3.26,0.38,21.6,11.0,C,No,11.83,113.9384947368421,1.14,11.2,120.0,0,3,False,True,False,False,False,True,False,False,True,True,False
2023-01-06,1,0,1,0,128.74,4123.43,1596.9,1.78,4.7,37.5,16.0,A,No,9.5,138.48,4.51,13.5,134.14,0,1,False,False,True,True,False,False,False,False,True,True,False
2023-01-06,0,0,0,1,189.91,2024.64,1567.2,1.06,3.76,24.6,76.0,B,No,6.67,192.32,14.3,23.3,851.42,0,2,False,False,True,False,False,True,True,False,False,False,True
2023-01-06,1,0,0,0,106.23,4025.67,1549.255052631579,2.64,2.84,22.5,8.0,C,Yes,10.66,154.34,6.97,13.5,928.08,1,3,False,True,False,False,True,False,True,False,False,True,False
2023-01-06,0,0,1,1,114.51,3069.24,1519.3,1.7,3.32,19.3,54.0,A,No,14.35,116.245,6.09,15.5,625.03,0,1,True,False,False,True,False,False,False,True,False,True,False
2023-01-06,0,1,1,0,125.83,4655.85,1474.4,1.15,0.42,21.4,63.0,B,Yes,7.16,177.1,2.19,22.5,876.82,1,2,False,False,True,False,True,False,False,False,True,True,False
2023-01-06,1,0,0,1,170.76,4203.99,1465.1,0.78,1.51,29.2,33.0,B,No,7.11,132.17,6.14,13.7,407.19,0,2,False,True,False,False,True,False,False,False,True,True,False
2023-01-06,0,0,1,1,124.12,4036.45,1635.1,1.12,0.41,23.5,4.0,B,No,8.14,64.78,5.547957894736842,11.1,564.095,0,2,True,False,False,False,True,False,True,False,False,False,True
